Title,Address,State,Zipcode,PhoneNumber,Description
Incline Village Community Hospital,"880 Alder Avenue, Incline Village, NV 89451",NV,89451,(530) 582-3450,"If you are experiencing fever, cough, or shortness of breath - for more information on when to seek care for respiratory symptoms, please call the Tahoe Forest Health System COVID-19 Hotline at (530) 582-3450, from 8 a.m. to 5 p.m. everyday. Patents will be triaged over the phone and tests will be administered on an as needed basis depending on the triage. Patients should not go directly to the hospital if they are experiencing the symptoms listed above. They should call this hotline first. Walk in screenings are performed at this facility."
Mesa View Regional Hospital,"1299 Bertha Howe Avenue, Mesquite, NV 89027",NV,89027,(702) 346-8040,N/A
Northeastern Nevada Regional Hospital,"2001 Errecart Boulevard, Elko, NV 89801",NV,89801,(775) 738-5151,"Testing at the facility will only be permitted if the patient has the following symptoms: shortness of breath, coughing, and a high fever. Testing should be referred by a doctor. People can call (775) 777-2507."
Pershing General Hospital,"855 6th Street, Lovelock, NV 89419",NV,89419,(775) 273-2621,"Tests are available. Medical assessments are by appointment only through the clinic or the ER. The tests would then be ordered by the physician as needed. To make an appointment, call (775) 273-2621, option 1."
Renown Health – Renown Regional Medical Center,"1155 Mill St, Reno, NV 89502",NV,89502,(775) 982-5000,"We are prepared to safely screen, diagnose and care for patients with respiratory illness, including coronavirus (COVID-19). If you are experiencing respiratory symptoms, call 775-982-5000"
Renown Health – Renown South Meadows Medical Center,"10101 Double R Blvd, Reno, NV 89521",NV,89521,(775) 982-5000,"We are prepared to safely screen, diagnose and care for patients with respiratory illness, including coronavirus (COVID-19). If you are experiencing respiratory symptoms, call 775-982-5000"
Sahara West Urgent Care,"6125 W Sahara Ave #1B, Las Vegas, NV 89146",NV,89146,(702) 248-0554,You will be asked to send or give your information via email or over the phone and you will then be scheduled for the next available appointment for the COVID-19 testing.
"Serenity Menal Health, Carson City","755 N. Roop St Ste. 101, Carson City, NV 89701",NV,89701,(775) 841-6050,Fill out questionnaire and email it back to COVID19@SERENITYMENTALHEALTH.ORG along with an image of your ID and Insurance Card. A doctor will call you back as soon as possible for a Telehealth Visit and schedule you for a test if one is warranted.
Southwest Medical - Craig Convenient Care,"4090 W. Craig Rd, North Las Vegas, NV 89032",NV,89032,(702) 877-5199,"COVID-19 testing requires a health care provider to order the test. If your health care provider thinks you may have COVID-19 and need to be tested, they will arrange for you to be tested at one of our designated sites. To be evaluated for testing, all patients must first call (702) 877-5199 to begin the evaluation process."
Southwest Medical - Flamingo Healthcare Center,"5580 W. Flamingo Road, Las Vegas, NV 89103",NV,89103,(702) 877-5199,"COVID-19 testing requires a health care provider to order the test. If your health care provider thinks you may have COVID-19 and need to be tested, they will arrange for you to be tested at one of our designated sites. To be evaluated for testing, all patients must first call (702) 877-5199 to begin the evaluation process."
Southwest Medical - Lake Mead Convenient Care,"310 W. Lake Mead Pkwy., Henderson, NV 89015",NV,89015,(702) 877-5199,"COVID-19 testing requires a health care provider to order the test. If your health care provider thinks you may have COVID-19 and need to be tested, they will arrange for you to be tested at one of our designated sites. To be evaluated for testing, all patients must first call (702) 877-5199 to begin the evaluation process. People who are not established OptumCare patients are charged $200 for the virtual evaluation."
St. Rose Dominican Hospital – Rose de Lima Campus,"102 E Lake Mead Pkwy, Henderson, NV 89015",NV,89015,(702) 564-2622,"We encourage you to consider virtual visits (via phone or video chat) instead of in-person visits, whether you have COVID-19 symptoms or not. For anyone experiencing symptoms of COVID-19, please take advantage of our video visit offering before being seen in person. Some of our doctors at Dignity Health offer virtual visits as an alternative to in-person visits. Please ask your doctor or medical group office when you call in. Once you register, enter the code COVID19 to waive the fees and proceed to your FREE visit."
St. Rose Dominican Hospital – San Martín Campus,"8280 West Warm Springs Road, Las Vegas, NV 89113",NV,89113,(702) 707-9821,"The emergency room is open 24/7 and offers free medical screenings. The emergency room doctors will assess and will request a test as needed for flu, strep, or COVID-19. Test availability is limited."
St. Rose Dominican Hospital – Siena Campus,"3001 St Rose Pkwy, Henderson, NV 89052",NV,89052,(702) 616-5000,"Our healthcare providers are working with local health officials on coronavirus testing. Right now, only people experiencing symptoms are recommended for testing. In most cases, testing can be done at no cost. We encourage you to consider virtual visits (via phone or video chat) instead of in-person visits, whether you have COVID-19 symptoms or not. For anyone experiencing symptoms of COVID-19, please take advantage of our video visit offering before being seen in person. Some of our doctors at Dignity Health offer virtual visits as an alternative to in-person visits -- please ask your doctor or medical group office when you call in. Once you register, enter the code COVID19 to waive the fees and proceed to your FREE visit. Walk in screenings are performed at this facility."
University Medical Center of Southern Nevada,"1800 W Charleston Blvd, Las Vegas, NV 89102",NV,89102,(702) 383-2000,N/A
William Bee Ririe Hospital,"6 Steptoe Circle, Ely, NV 89301",NV,89301,(775) 289-3612,"If the patient meets CDC guidelines, the patient can walk in to the clinic or call to make an appointment to be tested."
American Family Urgent Care - Aberdeen,"1140 Route 34, Aberdeen, NJ 07747",NJ,07747,(732) 583-5100,"We are performing COVID-19 diagnostic testing for those symptomatic patients who are experiencing symptoms such as fever, shortness of breath, persistent cough, and body aches. Our medical providers will perform a thorough examination to rule out other issues such as seasonal influenza or an upper respiratory infection and recommend testing for COVID-19, if needed. Our physicians will administer COVID-19 testing based exclusively on strict clinical criteria.  We are unable at this time to test asymptomatic patients. This is not a public testing facility."
American Family Urgent Care - Cedar Grove,"480 Pompton Avenue, Cedar Grove, NJ 07009",NJ,07009,(973) 239-2300,"We are performing COVID-19 diagnostic testing for those symptomatic patients who are experiencing symptoms such as fever, shortness of breath, persistent cough, and body aches. Our medical providers will perform a thorough examination to rule out other issues such as seasonal influenza or an upper respiratory infection and recommend testing for COVID-19, if needed. Our physicians will administer COVID-19 testing based exclusively on strict clinical criteria.  We are unable at this time to test asymptomatic patients. This is not a public testing facility."
American Family Urgent Care - South Plainfield,"907 Oak Tree Avenue, South Plainfield, NJ 07080",NJ,07080,(908) 222-3500,"We are performing COVID-19 diagnostic testing for those symptomatic patients who are experiencing symptoms such as fever, shortness of breath, persistent cough, and body aches. Our medical providers will perform a thorough examination to rule out other issues such as seasonal influenza or an upper respiratory infection and recommend testing for COVID-19, if needed. Our physicians will administer COVID-19 testing based exclusively on strict clinical criteria.  We are unable at this time to test asymptomatic patients. This is not a public testing facility."
American Family Urgent Care - West Orange,"464 Eagle Rock Avenue, West Orange, NJ 07052",NJ,07052,(973) 669-5900,"We are performing COVID-19 diagnostic testing for those symptomatic patients who are experiencing symptoms such as fever, shortness of breath, persistent cough, and body aches. Our medical providers will perform a thorough examination to rule out other issues such as seasonal influenza or an upper respiratory infection and recommend testing for COVID-19, if needed. Our physicians will administer COVID-19 testing based exclusively on strict clinical criteria.  We are unable at this time to test asymptomatic patients. This is not a public testing facility."
